

Date 	Value
Oct 1, 1943 	172.08
Sep 1, 1943 	173.67
Aug 1, 1943 	171.04
Jul 1, 1943 	178.89
Jun 1, 1943 	174.27
May 1, 1943 	171.24
Apr 1, 1943 	165.71
Mar 1, 1943 	162.21
Feb 1, 1943 	159.43
Jan 1, 1943 	150.48
Dec 1, 1942 	141.98
Nov 1, 1942 	142.07
Oct 1, 1942 	140.66
Sep 1, 1942 	132.59
Aug 1, 1942 	131.21
Jul 1, 1942 	132.78
Jun 1, 1942 	128.80
May 1, 1942 	122.62
Apr 1, 1942 	122.73
Mar 1, 1942 	128.85
Feb 1, 1942 	137.98
Jan 1, 1942 	143.36
Dec 1, 1941 	142.44
Nov 1, 1941 	153.35
Oct 1, 1941 	161.93
Sep 1, 1941 	170.92
Aug 1, 1941 	172.71
Jul 1, 1941 	175.91
Jun 1, 1941 	167.34
May 1, 1941 	165.05
Apr 1, 1941 	169.91
Mar 1, 1941 	176.60
Feb 1, 1941 	176.78
Jan 1, 1941 	188.58
Dec 1, 1940 	188.22
Nov 1, 1940 	197.67
Oct 1, 1940 	193.17
Sep 1, 1940 	191.37
Aug 1, 1940 	183.63
Jul 1, 1940 	179.85
Jun 1, 1940 	172.85
May 1, 1940 	190.47
Apr 1, 1940 	220.89
Mar 1, 1940 	218.73
Feb 1, 1940 	219.99
Jan 1, 1940 	223.03
Dec 1, 1939 	222.69
Nov 1, 1939 	228.09
Oct 1, 1939 	232.24
Sep 1, 1939 	228.26
Aug 1, 1939 	210.76
Jul 1, 1939 	213.87
Jun 1, 1939 	208.75
May 1, 1939 	205.10
Apr 1, 1939 	197.80
Mar 1, 1939 	224.66
Feb 1, 1939 	224.84
Jan 1, 1939 	225.03
Dec 1, 1938 	228.45
Nov 1, 1938 	235.30
Oct 1, 1938 	235.12
Sep 1, 1938 	210.03
Aug 1, 1938 	220.04
Jul 1, 1938 	218.79
Jun 1, 1938 	182.50
May 1, 1938 	178.39
Apr 1, 1938 	175.54
Mar 1, 1938 	184.29
Feb 1, 1938 	197.34
Jan 1, 1938 	200.74
Dec 1, 1937 	192.88
Nov 1, 1937 	194.68
Oct 1, 1937 	211.99
Sep 1, 1937 	248.07
Aug 1, 1937 	290.97
Jul 1, 1937 	288.02
Jun 1, 1937 	273.74
May 1, 1937 	284.42
Apr 1, 1937 	299.80
Mar 1, 1937 	321.08
Feb 1, 1937 	323.72
Jan 1, 1937 	314.42
Dec 1, 1936 	307.13
Nov 1, 1936 	312.53
Oct 1, 1936 	304.07
Sep 1, 1936 	288.94
Aug 1, 1936 	285.70
Jul 1, 1936 	282.14
Jun 1, 1936 	268.29
May 1, 1936 	259.21
Apr 1, 1936 	273.75
Mar 1, 1936 	273.38
Feb 1, 1936 	265.74
Jan 1, 1936 	251.31
Dec 1, 1935 	238.16
Nov 1, 1935 	238.16
Oct 1, 1935 	219.29
Sep 1, 1935 	213.59
Aug 1, 1935 	209.17
Jul 1, 1935 	195.93
Jun 1, 1935 	186.18
May 1, 1935 	178.07
Apr 1, 1935 	165.10
Mar 1, 1935 	154.72
Feb 1, 1935 	165.20
Jan 1, 1935 	171.61
Dec 1, 1934 	174.17
Nov 1, 1934 	171.76
Oct 1, 1934 	167.09
Sep 1, 1934 	164.57
Aug 1, 1934 	171.16
Jul 1, 1934 	178.12
Jun 1, 1934 	186.96
May 1, 1934 	185.90
Apr 1, 1934 	206.94
Mar 1, 1934 	203.53
Feb 1, 1934 	214.52
Jan 1, 1934 	201.25
Dec 1, 1933 	190.37
Nov 1, 1933 	186.74
Oct 1, 1933 	182.35
Sep 1, 1933 	202.01
Aug 1, 1933 	203.73
Jul 1, 1933 	216.06
Jun 1, 1933 	206.19
May 1, 1933 	177.43
Apr 1, 1933 	137.82
Mar 1, 1933 	124.62
Feb 1, 1933 	124.03
Jan 1, 1933 	138.52
Dec 1, 1932 	131.21
Nov 1, 1932 	134.61
Oct 1, 1932 	134.93
Sep 1, 1932 	155.36
Aug 1, 1932 	140.58
Jul 1, 1932 	92.85
Jun 1, 1932 	88.40
May 1, 1932 	101.37
Apr 1, 1932 	113.87
Mar 1, 1932 	148.70
Feb 1, 1932 	147.11
Jan 1, 1932 	146.29
Dec 1, 1931 	145.70
Nov 1, 1931 	178.14
Oct 1, 1931 	173.38
Sep 1, 1931 	198.77
Aug 1, 1931 	232.01
Jul 1, 1931 	239.19
Jun 1, 1931 	231.51
May 1, 1931 	236.06
Apr 1, 1931 	257.89
Mar 1, 1931 	283.22
Feb 1, 1931 	276.12
Jan 1, 1931 	253.31
Dec 1, 1930 	242.80
Nov 1, 1930 	255.42
Oct 1, 1930 	273.73
Sep 1, 1930 	315.50
Aug 1, 1930 	317.57
Jul 1, 1930 	319.75
Jun 1, 1930 	322.85
May 1, 1930 	357.03
Apr 1, 1930 	377.46
Mar 1, 1930 	357.03
Feb 1, 1930 	342.03
Jan 1, 1930 	319.99
Dec 1, 1929 	313.58
Nov 1, 1929 	299.82
Oct 1, 1929 	407.78
Sep 1, 1929 	456.00
Aug 1, 1929 	438.52
Jul 1, 1929 	414.92
Jun 1, 1929 	385.43
May 1, 1929 	380.43
Apr 1, 1929 	377.01
Mar 1, 1929 	377.02
Feb 1, 1929 	368.33
Jan 1, 1929 	366.41
Dec 1, 1928 	341.21
Nov 1, 1928 	337.91
Oct 1, 1928 	316.51
Sep 1, 1928 	308.42
Aug 1, 1928 	291.54
Jul 1, 1928 	282.40
Jun 1, 1928 	280.34
May 1, 1928 	293.07
Apr 1, 1928 	285.94
Mar 1, 1928 	268.99
Feb 1, 1928 	255.28
Jan 1, 1928 	255.39
Dec 1, 1927 	254.37
Nov 1, 1927 	248.54
Oct 1, 1927 	241.61
Sep 1, 1927 	246.79
Aug 1, 1927 	234.89
Jul 1, 1927 	221.74
Jun 1, 1927 	213.23
May 1, 1927 	212.93
Apr 1, 1927 	207.02
Mar 1, 1927 	202.07
Feb 1, 1927 	197.86
Jan 1, 1927 	192.99
Dec 1, 1926 	192.09
Nov 1, 1926 	187.82
Oct 1, 1926 	186.45
Sep 1, 1926 	191.84
Aug 1, 1926 	190.04
Jul 1, 1926 	181.76
Jun 1, 1926 	172.44
May 1, 1926 	163.68
Apr 1, 1926 	161.64
Mar 1, 1926 	167.22
Feb 1, 1926 	178.40
Jan 1, 1926 	178.12
Dec 1, 1925 	175.44
Nov 1, 1925 	171.67
Oct 1, 1925 	169.31
Sep 1, 1925 	163.90
Aug 1, 1925 	160.19
Jul 1, 1925 	158.06
Jun 1, 1925 	155.54
May 1, 1925 	154.57
Apr 1, 1925 	150.64
Mar 1, 1925 	151.37
Feb 1, 1925 	156.35
Jan 1, 1925 	154.14
Dec 1, 1924 	148.02
Nov 1, 1924 	141.26
Oct 1, 1924 	133.79
Sep 1, 1924 	136.34
Aug 1, 1924 	138.47
Jul 1, 1924 	133.09
Jun 1, 1924 	127.95
May 1, 1924 	125.57
Apr 1, 1924 	126.02
Mar 1, 1924 	128.23
Feb 1, 1924 	129.98
Jan 1, 1924 	128.64
Dec 1, 1923 	124.56
Nov 1, 1923 	120.48
Oct 1, 1923 	116.99
Sep 1, 1923 	119.42
Aug 1, 1923 	119.39
Jul 1, 1923 	118.11
Jun 1, 1923 	123.65
May 1, 1923 	129.30
Apr 1, 1923 	135.71
Mar 1, 1923 	141.47
Feb 1, 1923 	139.22
Jan 1, 1923 	133.52
Dec 1, 1922 	130.94
Nov 1, 1922 	132.02
Oct 1, 1922 	139.75
Sep 1, 1922 	137.56
Aug 1, 1922 	134.07
Jul 1, 1922 	127.67
Jun 1, 1922 	127.53
May 1, 1922 	128.74
Apr 1, 1922 	123.91
Mar 1, 1922 	116.81
Feb 1, 1922 	111.25
Jan 1, 1922 	108.87
Dec 1, 1921 	106.50
Nov 1, 1921 	102.26
Oct 1, 1921 	96.49
Sep 1, 1921 	95.20
Aug 1, 1921 	91.84
Jul 1, 1921 	92.98
Jun 1, 1921 	93.80
May 1, 1921 	101.38
Apr 1, 1921 	96.22
Mar 1, 1921 	94.76
Feb 1, 1921 	96.71
Jan 1, 1921 	94.32
Dec 1, 1920 	88.47
Nov 1, 1920 	95.21
Oct 1, 1920 	99.80
Sep 1, 1920 	99.18
Aug 1, 1920 	94.36
Jul 1, 1920 	95.85
Jun 1, 1920 	95.51
May 1, 1920 	98.61
Apr 1, 1920 	106.77
Mar 1, 1920 	110.92
Feb 1, 1920 	104.69
Jan 1, 1920 	115.31
Dec 1, 1919 	118.95
Nov 1, 1919 	125.20
Oct 1, 1919 	131.87
Sep 1, 1919 	127.58
Aug 1, 1919 	126.30
Jul 1, 1919 	137.75
Jun 1, 1919 	137.35
May 1, 1919 	133.77
Apr 1, 1919 	126.62
Mar 1, 1919 	124.79
Feb 1, 1919 	122.60
Jan 1, 1919 	119.91
Dec 1, 1918 	120.67
Nov 1, 1918 	124.63
Oct 1, 1918 	123.81
Sep 1, 1918 	121.04
Aug 1, 1918 	124.06
Jul 1, 1918 	125.35
Jun 1, 1918 	127.73
May 1, 1918 	129.32
Apr 1, 1918 	127.97
Mar 1, 1918 	131.06
Feb 1, 1918 	132.81
Jan 1, 1918 	129.80
Dec 1, 1917 	125.10
Nov 1, 1917 	131.43
Oct 1, 1917 	143.38
Sep 1, 1917 	153.88
Aug 1, 1917 	165.38
Jul 1, 1917 	173.08
Jun 1, 1917 	175.26
May 1, 1917 	174.46
Apr 1, 1917 	183.43
Mar 1, 1917 	195.54
Feb 1, 1917 	189.66
Jan 1, 1917 	206.15
Dec 1, 1916 	212.93
Nov 1, 1916 	223.77
Oct 1, 1916 	222.60
Sep 1, 1916 	219.80
Aug 1, 1916 	215.04
Jul 1, 1916 	215.40
Jun 1, 1916 	218.43
May 1, 1916 	218.35
Apr 1, 1916 	215.66
Mar 1, 1916 	220.11
Feb 1, 1916 	222.96
Jan 1, 1916 	226.11
Dec 1, 1915 	231.97
Nov 1, 1915 	231.48
Oct 1, 1915 	225.85
Sep 1, 1915 	216.10
Aug 1, 1915 	208.37
Jul 1, 1915 	199.88
Jun 1, 1915 	200.63
May 1, 1915 	198.39
Apr 1, 1915 	205.16
Mar 1, 1915 	192.72
Feb 1, 1915 	186.00
Jan 1, 1915 	186.66
Dec 1, 1914 	183.41
Nov 1, 1914 	189.77
Oct 1, 1914 	191.65
Sep 1, 1914 	189.77
Aug 1, 1914 	189.77
Jul 1, 1914 	193.57
Jun 1, 1914 	206.98
May 1, 1914 	207.99
Apr 1, 1914 	208.83
Mar 1, 1914 	211.81
Feb 1, 1914 	215.89
Jan 1, 1914 	210.96
Dec 1, 1913 	202.64
Nov 1, 1913 	200.88
Oct 1, 1913 	208.18
Sep 1, 1913 	214.99
Aug 1, 1913 	215.12
Jul 1, 1913 	209.52
Jun 1, 1913 	208.83
May 1, 1913 	222.16
Apr 1, 1913 	226.06
Mar 1, 1913 	226.32
Feb 1, 1913 	230.69
Jan 1, 1913 	239.18
Dec 1, 1912 	243.72
Nov 1, 1912 	250.24
Oct 1, 1912 	253.07
Sep 1, 1912 	253.58
Aug 1, 1912 	254.90
Jul 1, 1912 	251.51
Jun 1, 1912 	251.25
May 1, 1912 	248.92
Apr 1, 1912 	249.18
Mar 1, 1912 	248.83
Feb 1, 1912 	246.85
Jan 1, 1912 	251.76
Dec 1, 1911 	253.99
Nov 1, 1911 	250.38
Oct 1, 1911 	238.11
Sep 1, 1911 	236.75
Aug 1, 1911 	253.14
Jul 1, 1911 	274.25
Jun 1, 1911 	278.54
May 1, 1911 	273.07
Apr 1, 1911 	267.30
Mar 1, 1911 	259.84
Feb 1, 1911 	265.85
Jan 1, 1911 	253.13
Dec 1, 1910 	247.12
Nov 1, 1910 	254.22
Oct 1, 1910 	249.36
Sep 1, 1910 	231.51
Aug 1, 1910 	227.61
Jul 1, 1910 	219.96
Jun 1, 1910 	231.67
May 1, 1910 	241.19
Apr 1, 1910 	240.65
Mar 1, 1910 	248.79
Feb 1, 1910 	247.46
Jan 1, 1910 	256.62
Dec 1, 1909 	259.86
Nov 1, 1909 	259.17
Oct 1, 1909 	263.10
Sep 1, 1909 	267.25
Aug 1, 1909 	269.79
Jul 1, 1909 	265.95
Jun 1, 1909 	262.21
May 1, 1909 	260.42
Apr 1, 1909 	254.50
Mar 1, 1909 	248.69
Feb 1, 1909 	245.35
Jan 1, 1909 	255.42
Dec 1, 1908 	251.76
Nov 1, 1908 	248.94
Oct 1, 1908 	235.52
Sep 1, 1908 	235.33
Aug 1, 1908 	237.92
Jul 1, 1908 	228.13
Jun 1, 1908 	222.35
May 1, 1908 	222.06
Apr 1, 1908 	210.71
Mar 1, 1908 	202.28
Feb 1, 1908 	194.33
Jan 1, 1908 	199.36
Dec 1, 1907 	189.24
Nov 1, 1907 	176.20
Oct 1, 1907 	179.56
Sep 1, 1907 	203.43
Aug 1, 1907 	205.62
Jul 1, 1907 	222.27
Jun 1, 1907 	214.08
May 1, 1907 	223.60
Apr 1, 1907 	236.53
Mar 1, 1907 	235.40
Feb 1, 1907 	258.17
Jan 1, 1907 	272.26
Dec 1, 1906 	277.41
Nov 1, 1906 	282.80
Oct 1, 1906 	280.27
Sep 1, 1906 	295.32
Aug 1, 1906 	289.53
Jul 1, 1906 	275.78
Jun 1, 1906 	273.83
May 1, 1906 	270.29
Apr 1, 1906 	280.60
Mar 1, 1906 	284.47
Feb 1, 1906 	291.61
Jan 1, 1906 	293.70
Dec 1, 1905 	283.88
Nov 1, 1905 	280.34
Oct 1, 1905 	284.91
Sep 1, 1905 	280.96
Aug 1, 1905 	277.03
Jul 1, 1905 	270.00
Jun 1, 1905 	261.78
May 1, 1905 	258.73
Apr 1, 1905 	269.20
Mar 1, 1905 	272.51
Feb 1, 1905 	261.86
Jan 1, 1905 	250.85
Dec 1, 1904 	245.49
Nov 1, 1904 	243.11
Oct 1, 1904 	235.91
Sep 1, 1904 	222.82
Aug 1, 1904 	215.99
Jul 1, 1904 	211.23
Jun 1, 1904 	202.81
May 1, 1904 	202.50
Apr 1, 1904 	202.12
Mar 1, 1904 	195.13
Feb 1, 1904 	193.42
Jan 1, 1904 	203.34
Dec 1, 1903 	204.68
Nov 1, 1903 	195.65
Oct 1, 1903 	192.88
Sep 1, 1903 	196.94
Aug 1, 1903 	204.28
Jul 1, 1903 	211.06
Jun 1, 1903 	221.23
May 1, 1903 	234.17
Apr 1, 1903 	233.37
Mar 1, 1903 	243.31
Feb 1, 1903 	244.76
Jan 1, 1903 	246.22
Dec 1, 1902 	237.02
Nov 1, 1902 	245.19
Oct 1, 1902 	246.85
Sep 1, 1902 	272.68
Aug 1, 1902 	275.09
Jul 1, 1902 	264.98
Jun 1, 1902 	259.12
May 1, 1902 	263.57
Apr 1, 1902 	267.49
Mar 1, 1902 	261.61
Feb 1, 1902 	261.29
Jan 1, 1902 	259.06
Dec 1, 1901 	250.78
Nov 1, 1901 	257.78
Oct 1, 1901 	255.59
Sep 1, 1901 	258.50
Aug 1, 1901 	262.83
Jul 1, 1901 	262.64
Jun 1, 1901 	284.88
May 1, 1901 	259.08
Apr 1, 1901 	272.82
Mar 1, 1901 	248.73
Feb 1, 1901 	240.12
Jan 1, 1901 	231.12
Dec 1, 1900 	227.53
Nov 1, 1900 	211.83
Oct 1, 1900 	196.47
Sep 1, 1900 	187.41
Aug 1, 1900 	194.18
Jul 1, 1900 	189.35
Jun 1, 1900 	191.56
May 1, 1900 	195.17
Apr 1, 1900 	199.99
Mar 1, 1900 	197.47
Feb 1, 1900 	195.89
Jan 1, 1900 	194.61
Dec 1, 1899 	192.06
Nov 1, 1899 	208.74
Oct 1, 1899 	207.25
Sep 1, 1899 	210.97
Aug 1, 1899 	221.44
Jul 1, 1899 	218.92
Jun 1, 1899 	214.27
May 1, 1899 	222.32
Apr 1, 1899 	231.99
Mar 1, 1899 	232.09
Feb 1, 1899 	228.83
Jan 1, 1899 	226.69
Dec 1, 1898 	210.65
Nov 1, 1898 	201.33
Oct 1, 1898 	194.89
Sep 1, 1898 	199.06
Aug 1, 1898 	199.44
Jul 1, 1898 	192.25
Jun 1, 1898 	188.66
May 1, 1898 	169.77
Apr 1, 1898 	170.39
Mar 1, 1898 	173.37
Feb 1, 1898 	181.57
Jan 1, 1898 	184.68
Dec 1, 1897 	179.76
Nov 1, 1897 	175.97
Oct 1, 1897 	182.41
Sep 1, 1897 	185.67
Aug 1, 1897 	182.22
Jul 1, 1897 	179.00
Jun 1, 1897 	171.37
May 1, 1897 	163.74
Apr 1, 1897 	160.64
Mar 1, 1897 	163.22
Feb 1, 1897 	162.83
Jan 1, 1897 	164.39
Dec 1, 1896 	159.70
Nov 1, 1896 	165.75
Oct 1, 1896 	159.71
Sep 1, 1896 	160.94
Aug 1, 1896 	152.91
Jul 1, 1896 	162.14
Jun 1, 1896 	173.38
May 1, 1896 	174.09
Apr 1, 1896 	172.18
Mar 1, 1896 	168.03
Feb 1, 1896 	170.71
Jan 1, 1896 	161.59
Dec 1, 1895 	161.07
Nov 1, 1895 	168.88
Oct 1, 1895 	174.77
Sep 1, 1895 	177.35
Aug 1, 1895 	176.24
Jul 1, 1895 	171.17
Jun 1, 1895 	168.26
May 1, 1895 	167.18
Apr 1, 1895 	160.79
Mar 1, 1895 	160.74
Feb 1, 1895 	160.74
Jan 1, 1895 	163.04
Dec 1, 1894 	164.96
Nov 1, 1894 	164.24
Oct 1, 1894 	164.24
Sep 1, 1894 	164.84
Aug 1, 1894 	164.42
Jul 1, 1894 	163.04
Jun 1, 1894 	166.49
May 1, 1894 	168.79
Apr 1, 1894 	175.31
Mar 1, 1894 	173.01
Feb 1, 1894 	163.30
Jan 1, 1894 	158.95
Dec 1, 1893 	157.88
Nov 1, 1893 	161.32
Oct 1, 1893 	154.73
Sep 1, 1893 	152.34
Aug 1, 1893 	147.96
Jul 1, 1893 	145.71
Jun 1, 1893 	156.59
May 1, 1893 	160.30
Apr 1, 1893 	173.58
Mar 1, 1893 	171.58
Feb 1, 1893 	173.81
Jan 1, 1893 	178.98
Dec 1, 1892 	182.49
Nov 1, 1892 	186.68
Oct 1, 1892 	192.21
Sep 1, 1892 	188.43
Aug 1, 1892 	193.24
Jul 1, 1892 	193.12
Jun 1, 1892 	198.34
May 1, 1892 	199.41
Apr 1, 1892 	199.41
Mar 1, 1892 	196.97
Feb 1, 1892 	189.80
Jan 1, 1892 	189.46
Dec 1, 1891 	181.32
Nov 1, 1891 	175.96
Oct 1, 1891 	176.53
Sep 1, 1891 	176.53
Aug 1, 1891 	161.16
Jul 1, 1891 	155.93
Jun 1, 1891 	156.72
May 1, 1891 	156.14
Apr 1, 1891 	154.84
Mar 1, 1891 	151.73
Feb 1, 1891 	156.33
Jan 1, 1891 	156.39
Dec 1, 1890 	146.76
Nov 1, 1890 	150.27
Oct 1, 1890 	158.26
Sep 1, 1890 	165.74
Aug 1, 1890 	170.65
Jul 1, 1890 	181.10
Jun 1, 1890 	182.41
May 1, 1890 	183.72
Apr 1, 1890 	178.51
Mar 1, 1890 	174.87
Feb 1, 1890 	176.19
Jan 1, 1890 	178.18
Dec 1, 1889 	171.90
Nov 1, 1889 	174.89
Oct 1, 1889 	176.52
Sep 1, 1889 	179.79
Aug 1, 1889 	177.85
Jul 1, 1889 	175.53
Jun 1, 1889 	179.18
May 1, 1889 	176.19
Apr 1, 1889 	167.38
Mar 1, 1889 	167.70
Feb 1, 1889 	169.09
Jan 1, 1889 	165.29
Dec 1, 1888 	156.46
Nov 1, 1888 	159.50
Oct 1, 1888 	164.84
Sep 1, 1888 	167.61
Aug 1, 1888 	163.56
Jul 1, 1888 	160.13
Jun 1, 1888 	158.04
May 1, 1888 	161.07
Apr 1, 1888 	157.14
Mar 1, 1888 	154.63
Feb 1, 1888 	160.72
Jan 1, 1888 	159.90
Dec 1, 1887 	160.42
Nov 1, 1887 	165.12
Oct 1, 1887 	164.03
Sep 1, 1887 	171.64
Aug 1, 1887 	171.92
Jul 1, 1887 	178.34
Jun 1, 1887 	180.75
May 1, 1887 	183.81
Apr 1, 1887 	180.69
Mar 1, 1887 	176.64
Feb 1, 1887 	172.59
Jan 1, 1887 	176.02
Dec 1, 1886 	182.24
Nov 1, 1886 	189.27
Oct 1, 1886 	184.70
Sep 1, 1886 	180.12
Aug 1, 1886 	175.54
Jul 1, 1886 	176.53
Jun 1, 1886 	175.96
May 1, 1886 	166.26
Apr 1, 1886 	165.44
Mar 1, 1886 	165.58
Feb 1, 1886 	167.18
Jan 1, 1886 	164.03
Dec 1, 1885 	160.22
Nov 1, 1885 	165.29
Oct 1, 1885 	156.97
Sep 1, 1885 	148.35
Aug 1, 1885 	148.57
Jul 1, 1885 	140.69
Jun 1, 1885 	137.19
May 1, 1885 	134.59
Apr 1, 1885 	133.02
Mar 1, 1885 	134.95
Feb 1, 1885 	131.59
Jan 1, 1885 	129.06
Dec 1, 1884 	132.11
Nov 1, 1884 	130.99
Oct 1, 1884 	130.73
Sep 1, 1884 	133.59
Aug 1, 1884 	136.53
Jul 1, 1884 	128.47
Jun 1, 1884 	127.02
May 1, 1884 	132.43
Apr 1, 1884 	141.07
Mar 1, 1884 	144.72
Feb 1, 1884 	145.27
Jan 1, 1884 	141.45
Dec 1, 1883 	145.82
Nov 1, 1883 	150.73
Oct 1, 1883 	146.91
Sep 1, 1883 	151.00
Aug 1, 1883 	147.92
Jul 1, 1883 	154.95
Jun 1, 1883 	154.24
May 1, 1883 	148.39
Apr 1, 1883 	149.44
Mar 1, 1883 	145.07
Feb 1, 1883 	141.88
Jan 1, 1883 	146.58
Dec 1, 1882 	147.34
Nov 1, 1882 	145.13
Oct 1, 1882 	150.28
Sep 1, 1882 	152.99
Aug 1, 1882 	147.50
Jul 1, 1882 	144.43
Jun 1, 1882 	135.57
May 1, 1882 	137.45
Apr 1, 1882 	140.48
Mar 1, 1882 	141.71
Feb 1, 1882 	141.96
Jan 1, 1882 	146.57
Dec 1, 1881 	148.80
Nov 1, 1881 	153.25
Oct 1, 1881 	150.78
Sep 1, 1881 	154.74
Aug 1, 1881 	159.45
Jul 1, 1881 	166.54
Jun 1, 1881 	174.39
May 1, 1881 	172.27
Apr 1, 1881 	163.13
Mar 1, 1881 	165.38
Feb 1, 1881 	163.52
Jan 1, 1881 	165.62
Dec 1, 1880 	154.77
Nov 1, 1880 	150.10
Oct 1, 1880 	144.14
Sep 1, 1880 	140.08
Aug 1, 1880 	141.72
Jul 1, 1880 	136.81
Jun 1, 1880 	130.80
May 1, 1880 	127.62
Apr 1, 1880 	134.59
Mar 1, 1880 	132.39
Feb 1, 1880 	131.19
Jan 1, 1880 	128.92
Dec 1, 1879 	127.84
Nov 1, 1879 	131.91
Oct 1, 1879 	131.94
Sep 1, 1879 	125.57
Aug 1, 1879 	125.40
Jul 1, 1879 	124.48
Jun 1, 1879 	123.37
May 1, 1879 	121.40
Apr 1, 1879 	116.16
Mar 1, 1879 	111.10
Feb 1, 1879 	111.72
Jan 1, 1879 	108.97
Dec 1, 1878 	106.30
Nov 1, 1878 	104.49
Oct 1, 1878 	103.55
Sep 1, 1878 	103.64
Aug 1, 1878 	101.58
Jul 1, 1878 	103.55
Jun 1, 1878 	102.68
May 1, 1878 	98.34
Apr 1, 1878 	94.83
Mar 1, 1878 	91.34
Feb 1, 1878 	87.79
Jan 1, 1878 	88.75
Dec 1, 1877 	86.13
Nov 1, 1877 	86.40
Oct 1, 1877 	86.00
Sep 1, 1877 	84.19
Aug 1, 1877 	78.44
Jul 1, 1877 	70.56
Jun 1, 1877 	68.19
May 1, 1877 	69.51
Apr 1, 1877 	70.77
Mar 1, 1877 	78.48
Feb 1, 1877 	78.97
Jan 1, 1877 	81.79
Dec 1, 1876 	83.93
Nov 1, 1876 	85.92
Oct 1, 1876 	88.35
Sep 1, 1876 	90.47
Aug 1, 1876 	97.30
Jul 1, 1876 	102.41
Jun 1, 1876 	103.66
May 1, 1876 	101.59
Apr 1, 1876 	101.75
Mar 1, 1876 	104.76
Feb 1, 1876 	105.00
Jan 1, 1876 	103.60
Dec 1, 1875 	100.68
Nov 1, 1875 	99.77
Oct 1, 1875 	97.37
Sep 1, 1875 	98.96
Aug 1, 1875 	98.97
Jul 1, 1875 	99.41
Jun 1, 1875 	99.18
May 1, 1875 	99.52
Apr 1, 1875 	100.95
Mar 1, 1875 	100.51
Feb 1, 1875 	99.19
Jan 1, 1875 	99.41
Dec 1, 1874 	99.41
Nov 1, 1874 	100.07
Oct 1, 1874 	98.34
Sep 1, 1874 	96.97
Aug 1, 1874 	95.48
Jul 1, 1874 	94.54
Jun 1, 1874 	95.26
May 1, 1874 	93.47
Apr 1, 1874 	95.19
Mar 1, 1874 	96.37
Feb 1, 1874 	97.80
Jan 1, 1874 	94.95
Dec 1, 1873 	91.46
Nov 1, 1873 	85.64
Oct 1, 1873 	86.07
Sep 1, 1873 	92.11
Aug 1, 1873 	99.73
Jul 1, 1873 	99.73
Jun 1, 1873 	99.93
May 1, 1873 	98.36
Apr 1, 1873 	96.01
Mar 1, 1873 	97.35
Feb 1, 1873 	98.11
Jan 1, 1873 	99.53
Dec 1, 1872 	98.75
Nov 1, 1872 	95.02
Oct 1, 1872 	98.25
Sep 1, 1872 	95.75
Aug 1, 1872 	98.17
Jul 1, 1872 	100.11
Jun 1, 1872 	99.23
May 1, 1872 	99.43
Apr 1, 1872 	99.43
Mar 1, 1872 	98.93
Feb 1, 1872 	97.23
Jan 1, 1872 	96.83
Dec 1, 1871 	94.44
Nov 1, 1871 	94.54
Oct 1, 1871 	93.52
Sep 1, 1871 	100.15
Aug 1, 1871 	101.54
Jul 1, 1871 	98.69
Jun 1, 1871 	100.56
May 1, 1871 	99.83
Apr 1, 1871 	95.12
Mar 1, 1871 	89.17
Feb 1, 1871 	88.33
Jan 1, 1871 	89.81
